,Unnamed: 0.1,Unnamed: 0,pic1,pic2,jac_ind,id1,id2,url1,url2,clipscore,keep
237,1104,9361146,4929,4862,0.25,2393083,2401464,https://cs.stanford.edu/people/rak248/VG_100K_2/2393083.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401464.jpg,0.8355528116226196,1
240,1113,9119029,5883,1370,0.25,2317678,2326277,https://cs.stanford.edu/people/rak248/VG_100K/2317678.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2326277.jpg,0.8440203666687012,1
242,1122,14450925,4683,4016,0.25,2345455,2392649,https://cs.stanford.edu/people/rak248/VG_100K/2345455.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392649.jpg,0.8724995851516724,1
244,1131,3203740,5719,1921,0.25,2346634,2415571,https://cs.stanford.edu/people/rak248/VG_100K/2346634.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2415571.jpg,0.8847154974937439,1
250,1174,16409941,3359,216,0.2461538461538461,2352693,2328445,https://cs.stanford.edu/people/rak248/VG_100K/2352693.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2328445.jpg,0.8196550607681274,1
251,1183,13235954,6004,678,0.2456140350877192,2353721,2402684,https://cs.stanford.edu/people/rak248/VG_100K/2353721.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402684.jpg,0.8217707276344299,1
253,1201,3741159,5617,5294,0.2452830188679245,2378208,2387932,https://cs.stanford.edu/people/rak248/VG_100K_2/2378208.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2387932.jpg,0.8232656121253967,1
254,1202,3055479,4814,2865,0.2452830188679245,2349531,2416432,https://cs.stanford.edu/people/rak248/VG_100K/2349531.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2416432.jpg,0.9211004376411438,1
258,1219,5521155,1439,21,0.2448979591836734,2391417,2377619,https://cs.stanford.edu/people/rak248/VG_100K_2/2391417.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377619.jpg,0.802833080291748,1
259,1236,18029294,2609,193,0.2441860465116279,18,10,https://cs.stanford.edu/people/rak248/VG_100K/18.jpg,https://cs.stanford.edu/people/rak248/VG_100K/10.jpg,0.8903944492340088,1
262,1262,5324116,2213,901,0.2407407407407407,2318685,2359458,https://cs.stanford.edu/people/rak248/VG_100K/2318685.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2359458.jpg,0.8229478001594543,1
263,1266,9888521,4027,3384,0.2407407407407407,2373374,2320095,https://cs.stanford.edu/people/rak248/VG_100K/2373374.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2320095.jpg,0.8967441916465759,1
265,1276,1798410,5902,5169,0.24,2358032,2392886,https://cs.stanford.edu/people/rak248/VG_100K/2358032.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392886.jpg,0.8113020658493042,1
267,1278,3040714,5418,4939,0.24,2384918,2356771,https://cs.stanford.edu/people/rak248/VG_100K_2/2384918.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2356771.jpg,0.8786752820014954,1
268,1290,1997703,2331,1251,0.2391304347826087,2333507,2344305,https://cs.stanford.edu/people/rak248/VG_100K/2333507.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344305.jpg,0.8459676504135132,1
270,1300,2012152,4279,224,0.2391304347826087,2390028,2360784,https://cs.stanford.edu/people/rak248/VG_100K_2/2390028.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2360784.jpg,0.8224611282348633,1
272,1307,15392464,6133,5477,0.2388059701492537,2338469,2368769,https://cs.stanford.edu/people/rak248/VG_100K/2338469.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2368769.jpg,0.8112543821334839,1
276,1321,7600433,3739,1168,0.2372881355932203,2340541,2412825,https://cs.stanford.edu/people/rak248/VG_100K/2340541.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2412825.jpg,0.8908830881118774,1
277,1336,12163800,5314,2100,0.2363636363636363,2375986,2377610,https://cs.stanford.edu/people/rak248/VG_100K/2375986.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377610.jpg,0.8087546825408936,1
278,1352,4773569,1882,1374,0.2352941176470588,2399895,2341181,https://cs.stanford.edu/people/rak248/VG_100K_2/2399895.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2341181.jpg,0.8288766145706177,1
279,1356,3240173,4975,4353,0.2352941176470588,2350057,2384899,https://cs.stanford.edu/people/rak248/VG_100K/2350057.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2384899.jpg,0.8453077077865601,1
281,1360,10569053,5105,4230,0.234375,2398240,2384581,https://cs.stanford.edu/people/rak248/VG_100K_2/2398240.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2384581.jpg,0.8497551679611206,1
284,1394,10287290,1933,977,0.2321428571428571,2382082,2377557,https://cs.stanford.edu/people/rak248/VG_100K_2/2382082.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377557.jpg,0.8687126636505127,1
285,1397,7902102,3774,2959,0.2321428571428571,2378647,2326737,https://cs.stanford.edu/people/rak248/VG_100K_2/2378647.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2326737.jpg,0.8490551710128784,1
287,1409,4276237,5626,4294,0.2307692307692307,2396929,2359164,https://cs.stanford.edu/people/rak248/VG_100K_2/2396929.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2359164.jpg,0.835237979888916,1
290,1428,9322618,6045,5455,0.2295081967213114,2318375,2404186,https://cs.stanford.edu/people/rak248/VG_100K/2318375.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2404186.jpg,0.838765025138855,1
291,1436,18104130,5353,2698,0.2289156626506024,2371665,2355656,https://cs.stanford.edu/people/rak248/VG_100K/2371665.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2355656.jpg,0.8279220461845398,1
293,1444,11819595,6057,5480,0.2280701754385964,2411333,2361544,https://cs.stanford.edu/people/rak248/VG_100K_2/2411333.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2361544.jpg,0.8120741248130798,1
296,1461,441429,6159,5393,0.2272727272727272,2342224,2342231,https://cs.stanford.edu/people/rak248/VG_100K/2342224.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2342231.jpg,0.8269980549812317,1
303,1540,7684343,5015,4805,0.2222222222222222,2348715,2318241,https://cs.stanford.edu/people/rak248/VG_100K/2348715.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318241.jpg,0.832734227180481,1
305,1569,11183721,3294,2209,0.2203389830508474,2365529,2402826,https://cs.stanford.edu/people/rak248/VG_100K/2365529.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402826.jpg,0.8232068419456482,1
