,pic1,pic2,jac_ind,id1,id2
209024006,34704,30401,0.388,2374242,2322525
587239702,34997,25001,0.387,2344757,2374012
543365401,24870,2017,0.387,2335256,2346249
152616210,36139,32374,0.386,2315818,2334225
81673681,20506,2851,0.386,2397307,2403075
69373041,2626,73,0.386,2362587,2387270
88484314,25763,23909,0.386,2340217,2345605
133539945,22849,19600,0.386,2411236,2380818
51123917,34257,26902,0.386,2349207,2374841
102468984,18112,14102,0.386,2376926,2345480
49654104,31104,24239,0.386,2357993,2333813
145750804,29206,26008,0.386,2416116,2357037
198078739,34055,30836,0.386,2402893,2346885
59599051,27047,22616,0.386,2375976,1592162
528260412,11670,8283,0.386,2405465,2403625
91593170,32306,12350,0.386,2340927,2376199
108805884,25792,2237,0.386,2406799,2401003
167825778,36265,25510,0.386,2347357,2347503
180239099,26145,15787,0.386,2358753,2328730
195448848,35991,33826,0.386,2367189,2349152
159166807,15271,9704,0.386,2322343,2409093
90383160,31943,25086,0.386,2334241,2361037
492284107,11044,1170,0.386,2409248,2413219
593824239,35528,11349,0.386,2380584,2385426
89899978,1639,136,0.386,2348467,2322550
79976608,10187,9658,0.386,2374679,2358692
49111556,33872,13120,0.386,2329999,2354831
177207144,35294,18188,0.386,2402090,2360942
60760634,19737,4825,0.386,2356374,2380732
48189352,24225,11476,0.386,2347155,2412181
126675289,35807,2251,0.386,2351803,2353486
78355468,33983,32677,0.386,2376340,2357787
384638256,14428,4418,0.386,2403159,2401623
90356033,21673,11815,0.386,2363544,2334561
393647163,16733,16700,0.386,2350124,2376519
158976987,33259,12427,0.386,2369119,2360823
125772099,36072,12040,0.386,199,2392561
6665974,24830,13480,0.385,2417323,2341248
6649038,27730,18764,0.385,2398737,2316852
306901931,12186,770,0.385,2350372,2389861
258545029,33082,3974,0.385,2980,877
257209306,23857,1916,0.385,2380744,2381594
6872858,22961,22131,0.385,2400376,2354384
13943340,16310,15513,0.385,2376726,2393604
13540393,11143,9714,0.385,2387399,2358929
11180335,9907,1004,0.385,2318412,2353793
8467300,29847,15383,0.385,2370694,2331713
7948947,5096,3345,0.385,2355476,2341981
14363571,12461,4561,0.385,2382797,2332504
6483215,4997,1842,0.385,2376836,2366145
12853227,32185,27941,0.385,2364813,2390264
322040939,28465,2407,0.385,2344043,2356392
9189701,22692,6188,0.385,2356285,2385866
13790078,31946,27651,0.385,2369207,2346136
12284982,17259,4328,0.385,2316389,2350641
2476700,9202,6183,0.385,2386450,2385183
364178010,29829,983,0.385,2408428,2375645
350143011,29223,25506,0.385,2390729,2410983
274358141,9560,5236,0.385,2346910,2377877
395450886,36326,10370,0.385,2344461,2340244
11972243,8826,8615,0.385,2400643,2328159
294749920,17308,8950,0.385,2381384,2343392
247757447,33217,23827,0.385,2361852,2409041
15658272,26668,1991,0.385,401,361
376704603,13694,9687,0.385,2387082,2386927
3836666,34228,29491,0.385,1160106,713057
286178617,36791,66,0.383,2385523,2412636
149930264,22255,2219,0.383,2387855,2385427
104803451,24065,17395,0.383,2316540,2334434
205050668,25832,21673,0.383,2357241,2363544
167129781,36394,23958,0.383,2327268,2335041
315032412,28783,23033,0.383,2325842,2340459
555630823,35888,35749,0.383,2319259,2333625
246907937,19875,18567,0.383,2364759,2345439
267920297,21850,5602,0.383,2393329,2377480
494964671,35106,19117,0.383,2368873,2379808
173551599,13749,11669,0.383,2397466,2385033
149963677,2003,549,0.383,2376383,2362386
539619586,13098,11427,0.383,2397736,2371073
152770075,2906,399,0.383,2413587,2370287
216089883,25401,19177,0.383,2350070,2358232
207371302,28789,18923,0.383,2318937,2387299
255256977,17146,3283,0.383,2415731,2377896
133844183,32793,8829,0.383,2340596,2377546
104717502,20652,3296,0.383,150284,2401005
118113580,20629,14344,0.383,2403991,2407354
197401690,32780,19789,0.383,2324499,2404683
202382093,25760,5749,0.383,2391476,2380057
101655368,33609,10501,0.383,2415153,2414703
181860955,25232,20863,0.383,2398104,2387765
125627314,33631,32691,0.383,2349873,2378539
262038729,36572,33513,0.383,2319761,2402126
101328743,15342,2648,0.383,2365083,2358061
230469649,17448,14014,0.383,2403978,2397597
376042617,10841,1242,0.382,2376289,2411947
373071215,30032,29285,0.382,2371448,2412126
390298118,28434,13433,0.382,2409501,2349790
341390326,20439,20411,0.382,2392893,2375546
344648184,36894,17222,0.382,2394035,2379385
325680026,26160,15388,0.382,2349050,2401630
358681369,17733,7564,0.382,2344579,2331155
394033708,33547,17545,0.382,2390297,2318422
519206065,14913,5459,0.382,1593170,2356970
412268167,23332,22282,0.382,2417344,2410033
430940323,25215,17977,0.382,2356634,2370669
427241193,22679,11465,0.382,2341060,2363732
306042281,11560,9740,0.382,2401927,2383726
346112777,33782,3827,0.382,2364738,2377159
450770536,22684,20594,0.382,2365304,2342379
304371610,23182,21068,0.382,2412187,2385924
73751168,20837,1641,0.381,2385431,2402044
48184354,11476,5549,0.381,2412181,2334854
54191673,19489,8162,0.381,2374406,2335926
58004536,28760,13594,0.381,2404021,2404257
48401708,31359,21368,0.381,2369671,2411014
78464235,21877,7127,0.381,2323410,2402026
88046490,26194,19615,0.381,2357381,2327764
42778552,17014,16899,0.381,2368688,2343885
24340673,11331,2242,0.381,2357850,2366013
55175059,19868,16815,0.381,2325359,2351538
96666160,10795,6303,0.381,2409885,2395413
96408675,27081,18341,0.381,2357472,2336681
97669332,23111,3903,0.381,2364185,2346161
97669068,36322,23111,0.381,2371623,2364185
38643243,36853,36004,0.381,2382587,2320401
25363406,24284,16270,0.381,2372092,2330900
30209793,25644,12006,0.381,2353366,2384746
599315446,27026,5225,0.381,2373032,2393621
85928078,29789,10874,0.381,2356622,2332987
529675964,24334,2325,0.381,2365140,2318481
88499107,27712,25750,0.381,2319204,1159323
38360313,22784,20193,0.381,2403623,2349937
73498582,25635,9391,0.381,2327496,2369454
45754145,29652,16543,0.381,2396192,2381612
79810449,36009,2800,0.381,2355796,2348867
70612926,29491,9861,0.381,713057,2350934
33850675,14994,12078,0.381,2350983,2357103
38261157,19982,10498,0.381,2397399,2417149
76070957,29254,26255,0.381,2380975,2341768
25180372,26691,18203,0.381,2373212,2364210
78667359,30288,19828,0.381,2416470,2407523
34474479,14200,10541,0.381,2348664,498053
61901657,33349,20690,0.381,2329483,2403049
55985269,16703,2319,0.381,2350734,2403134
69011917,18029,4045,0.381,2377283,2375744
463973344,34700,20126,0.38,2356602,2400812
166194479,13119,2429,0.38,2376092,2401601
224505473,30972,12099,0.38,2396623,2349170
430293420,23017,18485,0.38,2405805,2387562
224098091,35417,4629,0.38,2412011,2347026
243857666,26474,4754,0.38,1481,2356347
350897913,16353,12503,0.38,2360523,2384796
167772849,30400,22267,0.38,2353097,2402225
173125918,21522,12230,0.38,2343823,2343400
185720264,3739,449,0.38,2342129,2319131
417905166,36004,19835,0.38,2320401,2379363
189649664,4405,4122,0.38,2394519,2398953
358741514,26297,17345,0.38,2348433,2387087
260636130,28439,9157,0.38,2371877,2412109
319309430,35667,34257,0.38,2365133,2349207
386014142,23909,16138,0.38,2345605,2373909
484024718,30093,4389,0.379,2401508,2392738
456892971,21638,4806,0.379,2407211,2365398
416126154,4692,2419,0.379,2327106,2368757
428941210,32876,15517,0.379,2390571,2344521
125715138,16341,12456,0.378,2347403,2366427
151125831,5954,5747,0.378,2391139,2370438
135161947,35756,9043,0.378,2401218,2382525
123686640,17148,13830,0.378,2381470,2341329
99292573,18722,17021,0.378,2411265,2404307
124943180,24922,14079,0.378,2397590,2403184
129309065,35878,32559,0.378,294,3238
86915643,9160,185,0.378,2371756,2326633
51629562,26948,12133,0.378,2401136,2343266
110578417,34278,26635,0.378,2409675,2405327
106249642,27499,16080,0.378,2395678,2387124
52824722,18499,1974,0.378,2342960,2349977
60840052,19989,12250,0.378,2407577,2367392
71976059,34398,23580,0.378,2362175,2384579
71424782,34388,13761,0.378,2360559,2330200
210451786,10589,6641,0.378,2349354,2386142
88959305,11034,3630,0.378,2404215,2409640
77938807,33881,31549,0.378,2400879,2343938
178968908,24605,20865,0.378,2318521,2417291
197706702,8685,2790,0.378,2397927,2395238
54362245,36534,19407,0.378,2379934,2402177
60686520,14832,12077,0.378,2382381,2350204
49732144,27143,26627,0.378,2378529,2356889
144463133,25518,22014,0.378,2406008,2318746
98797258,17115,6791,0.378,2392029,2356893
64617108,33015,22639,0.378,2381952,2402257
72982847,19610,179,0.378,2363912,2400952
120067245,20889,14840,0.378,2345706,2346547
69688548,35868,35199,0.378,2375952,2356523
152471708,29589,23354,0.378,2405598,2411795
213279609,18968,8661,0.378,2317119,2415469
86834907,25209,10923,0.378,2390116,2405275
88910815,25013,9004,0.378,2315731,2367499
219982116,20474,8693,0.378,2342279,2360923
125335299,19216,13777,0.378,2353222,2409490
130919667,31259,6879,0.378,2413211,2401240
93860103,24000,13033,0.378,2374205,2336789
68489899,9267,9055,0.378,2400987,2391722
191030371,36819,26690,0.378,2320575,2335517
317713559,30130,29399,0.377,2381237,2364006
366408859,11683,4933,0.377,2375507,2378405
640721130,30891,5021,0.377,2407987,2413588
511935902,23383,20638,0.377,2405510,2379552
268472231,21903,15523,0.377,2317829,2384995
488846098,15356,3563,0.377,2417908,2359332
255969595,33628,27671,0.377,2369883,2405989
272338330,24824,3879,0.377,2328865,2342217
414193141,35158,29647,0.377,2327674,2319172
366526799,23887,12517,0.377,2377109,2386183
369791343,29529,7109,0.377,2402059,2318432
327161739,27113,13820,0.377,2340802,2385513
145743804,26008,14416,0.375,2357037,2408752
174277762,29790,445,0.375,2403849,2396987
177655905,11142,10628,0.375,2317795,2399695
436434793,23205,11834,0.375,2355555,2403494
274238409,11775,5274,0.375,2412352,2378920
10566216,23163,1814,0.375,2323892,2332200
177245462,19024,11745,0.375,2343536,2365751
175772287,20502,13286,0.375,2364908,2347619
533155979,3904,551,0.375,2409743,2397489
24341152,36204,11331,0.375,2370881,2357850
11720739,36543,26250,0.375,2385983,2392101
119443249,35263,21097,0.375,2368382,2373652
160131904,32899,22058,0.375,2328959,2386730
27409763,34255,32597,0.375,2326669,490
195788436,17660,3161,0.375,2414264,2347940
26579666,23611,14063,0.375,2402953,2355887
322612973,28043,20057,0.375,2349290,2345354
234329440,33051,17087,0.375,2384857,2383966
426489277,25453,15444,0.375,2381228,2376221
11469309,26443,8905,0.375,2359462,2402892
16589521,34179,8755,0.375,2345855,2388822
137802860,10006,963,0.375,2387296,2316500
25285218,12369,9465,0.375,2343766,2398347
345032394,25865,21361,0.375,2373739,2351043
7729706,34868,18099,0.375,2370678,2365643
140521592,33975,19653,0.375,2376889,2356716
120348565,25520,9869,0.375,713531,2371993
200348730,26836,18745,0.375,2361857,2387454
497541388,22118,12858,0.375,2316434,2355275
205526108,13190,4306,0.375,2375080,2409929
23890177,18183,11801,0.375,2318969,2326673
313880046,35978,33599,0.375,2378028,2388008
157242332,8672,7935,0.375,2395550,2391160
268753860,19184,17551,0.375,2356660,2342203
127353518,32551,25962,0.375,2365715,2400961
350029361,18840,13550,0.375,2380040,150309
190406752,23371,7073,0.375,2319698,2323198
140111772,19414,249,0.375,544,2383015
10888448,34143,27989,0.375,2373231,2328966
29395340,18790,10150,0.375,2318267,2317524
20824060,30414,17060,0.375,2405400,2403319
28221161,31103,30923,0.375,2398264,2402714
22371962,13243,12954,0.375,2336658,2351595
335168898,22636,2019,0.375,2400778,2365132
7256179,28969,7452,0.375,2343146,2362774
176886763,30175,17525,0.375,2366756,2373023
188208772,29895,23796,0.375,2323140,2332678
175067056,32563,13469,0.375,2356512,2349966
136321956,21600,18345,0.375,2373498,2366050
282162266,26260,4272,0.375,2391916,2390479
137138224,14027,4372,0.375,2381876,2412297
183852193,34825,8550,0.375,2412885,2395906
19582996,24861,19421,0.375,2400424,2367653
17994770,31826,17694,0.375,2351566,1848
172901701,8317,8246,0.375,2384056,2347436
26259181,31007,3742,0.375,2762,658
441526792,30715,1471,0.375,2380050,2364989
15436625,35120,13191,0.375,2341510,2363077
467369336,10909,1850,0.375,2397542,1159298
20851093,8755,6589,0.375,2388822,2412122
506829473,21464,11928,0.375,2386609,2415006
11129344,11360,1001,0.375,1592909,2401319
201540921,26286,2920,0.375,2405281,2323464
525151891,22367,13551,0.375,2370144,2367065
116604422,21239,20050,0.375,2360166,2378171
207612876,27030,13085,0.375,2399936,2412044
443860295,5381,4343,0.375,2359497,2323471
612762181,6052,3480,0.375,2346081,2336231
508698409,35898,16797,0.375,2343165,2369527
335334756,36172,2053,0.375,2373117,2320101
136753817,24497,18228,0.375,2317025,2406295
11939203,36741,3986,0.375,2352379,2373374
16925979,31188,18052,0.375,2363568,2338461
349809927,9694,1131,0.375,2401465,2334891
187860301,32218,8697,0.375,2384699,2405930
270704880,36340,25792,0.373,2365058,2406799
301576006,23553,17181,0.373,2415277,2405036
239284004,7305,1399,0.373,2411055,2332280
185851073,34717,29754,0.373,2360230,2386300
232111982,28621,11713,0.373,2340981,2409042
301923932,30807,3500,0.373,2356961,2365842
434513228,25937,24839,0.373,2407154,2363128
462288969,17989,13941,0.373,2362141,2350936
227673603,27063,25943,0.373,2362674,2403728
233598091,12316,4934,0.373,2367822,2369038
230700188,20065,7261,0.373,2317721,2328558
356019383,29151,17025,0.373,2360182,2376911
415869101,3718,1797,0.373,2367786,2395288
339850193,21036,19981,0.373,2354418,2370078
205652230,12539,5858,0.373,2353679,2327125
363896144,33563,20054,0.373,2410852,3214
483514334,15969,9947,0.373,2344524,2361629
212349773,31369,28944,0.373,2397500,2356605
382435034,17639,1662,0.373,2344053,2400523
245300970,30500,5034,0.373,2344169,2316916
197586136,5988,2772,0.373,2400924,2410372
483056075,26136,22811,0.373,2353643,2348722
371331884,33747,18694,0.373,2354250,2369245
247357057,26410,23221,0.373,2339619,2352609
307501609,9425,1139,0.373,2371160,2417955
241244088,34775,28137,0.373,2363283,2384146
318643251,36134,21605,0.373,2362978,2317656
86888604,31630,2300,0.372,2393138,2385163
114184031,35375,29020,0.372,2333917,713928
125647367,32922,7237,0.372,2397148,2379374
92372849,15234,6253,0.372,2353549,2370962
88756341,11380,6564,0.372,2353084,2367145
31963885,15188,13401,0.372,2330020,2360107
70223123,7134,3727,0.372,2380031,2344264
74842043,27938,27756,0.372,2383059,2334889
38358337,20193,14274,0.372,2349937,2397925
124878494,19023,15463,0.372,2343382,2338229
73578595,10350,6915,0.372,497959,2353461
116282363,21537,9132,0.372,2402268,2336624
125141865,15424,9192,0.372,2328512,2319199
36644207,28004,22374,0.372,2375636,2347741
33657061,31549,7778,0.372,2343938,2415512
72211649,27933,1725,0.372,2345514,2357149
30009307,24807,11846,0.372,2411717,2412548
52277165,24093,6763,0.372,2366999,2357425
42930359,31498,16984,0.372,2395220,647
49070960,31311,27143,0.372,2355293,2378529
62587601,16164,8553,0.372,2350576,2350966
96148103,27003,23499,0.372,2405659,2358775
108020053,10985,3426,0.372,2376190,2412658
47124985,20825,18538,0.372,2395070,2372719
96707232,23321,4051,0.372,2361505,2414729
56098050,30033,24108,0.372,2402202,1696
111715676,36048,34028,0.372,2363251,2401074
113154445,34220,20192,0.372,2369608,2336672
61449411,31356,21410,0.372,2397528,2359104
103048931,29315,3937,0.372,2410219,2345061
129500917,29742,11086,0.372,2387833,2393987
35002179,32686,29178,0.372,2392894,2394131
83122891,16284,4295,0.372,2361093,2351361
94439882,21924,6419,0.372,2365406,2345728
67489850,7003,5077,0.372,2350116,2368900
61847035,14336,2631,0.372,2400880,2141
79091387,36665,19939,0.372,2356435,2374895
31159065,15187,11404,0.372,2370502,2390702
63735542,33293,32959,0.372,2341405,2365500
64061244,9949,6561,0.372,2371774,2360070
103937630,35592,5797,0.372,2361426,2348406
127239650,20914,11411,0.372,2404115,2403913
110175321,28131,24187,0.372,2324127,2374865
97585747,30938,10857,0.372,2327919,2345911
