,grid1,grid2,category,action
1075,60,24,different_grid,none
1076,11,19,different_grid,none
1077,30,32,different_grid,none
1078,34,8,different_grid,none
1079,53,21,different_grid,none
1080,4,16,different_grid,none
1081,45,17,different_grid,none
1082,37,13,different_grid,none
1083,56,26,different_grid,none
1084,3,20,different_grid,none
1085,22,33,different_grid,none
1086,14,29,different_grid,none
1087,46,18,different_grid,none
1088,38,14,different_grid,none
1089,57,27,different_grid,none
1090,49,23,different_grid,none
1091,15,30,different_grid,none
1092,7,26,different_grid,none
1093,26,39,different_grid,none
1094,18,35,different_grid,none
1095,0,23,different_grid,none
1096,41,24,different_grid,none
1097,60,37,different_grid,none
1098,33,20,different_grid,none
1099,44,29,different_grid,none
1100,10,36,different_grid,none
1101,2,32,different_grid,none
1102,34,21,different_grid,none
1103,53,34,different_grid,none
1104,45,30,different_grid,none
1105,37,26,different_grid,none
1106,56,39,different_grid,none
1107,3,33,different_grid,none
1108,22,46,different_grid,none
1109,14,42,different_grid,none
1110,55,43,different_grid,none
1111,63,20,different_grid,none
1112,29,27,different_grid,none
1113,48,40,different_grid,none
1114,40,36,different_grid,none
1115,6,43,different_grid,none
1116,41,37,different_grid,none
1117,25,29,different_grid,none
1118,44,42,different_grid,none
1119,10,49,different_grid,none
1120,51,50,different_grid,none
1121,2,45,different_grid,none
1122,59,27,different_grid,none
1123,36,43,different_grid,none
1124,28,39,different_grid,none
1125,5,55,different_grid,none
1126,63,33,different_grid,none
1127,29,40,different_grid,none
1128,48,53,different_grid,none
1129,21,36,different_grid,none
1130,40,49,different_grid,none
1131,6,56,different_grid,none
1132,22,0,different_grid,none
1133,25,42,different_grid,none
1134,32,50,different_grid,none
1135,51,63,different_grid,none
1136,24,46,different_grid,none
1137,43,59,different_grid,none
1138,35,55,different_grid,none
1139,1,62,different_grid,none
1140,26,6,different_grid,none
1141,18,2,different_grid,none
1142,59,40,different_grid,none
1143,17,43,different_grid,none
1144,36,56,different_grid,none
1145,9,39,different_grid,none
1146,60,4,different_grid,none
1147,10,3,different_grid,none
1148,21,49,different_grid,none
1149,62,50,different_grid,none
1150,20,53,different_grid,none
1151,53,1,different_grid,none
1152,31,62,different_grid,none
1153,23,58,different_grid,none
1154,56,6,different_grid,none
1155,3,0,different_grid,none
1156,22,13,different_grid,none
1157,14,9,different_grid,none
1158,55,10,different_grid,none
1159,13,50,different_grid,none
1160,32,63,different_grid,none
1161,24,59,different_grid,none
1162,16,55,different_grid,none
1163,48,7,different_grid,none
1164,40,3,different_grid,none
1165,6,10,different_grid,none
1166,17,56,different_grid,none
1167,58,57,different_grid,none
1168,50,53,different_grid,none
1169,41,4,different_grid,none
1170,33,0,different_grid,none
1171,44,9,different_grid,none
1172,10,16,different_grid,none
1173,51,17,different_grid,none
1174,2,12,different_grid,none
1175,62,63,different_grid,none
1176,12,62,different_grid,none
1177,4,58,different_grid,none
1178,36,10,different_grid,none
1179,55,23,different_grid,none
1180,28,6,different_grid,none
1181,47,19,different_grid,none
1182,13,63,different_grid,none
1183,5,22,different_grid,none
1184,46,60,different_grid,none
1185,63,0,different_grid,none
1186,29,7,different_grid,none
1187,48,20,different_grid,none
1188,21,3,different_grid,none
1189,40,16,different_grid,none
1190,6,23,different_grid,none
1191,25,9,different_grid,none
1192,32,17,different_grid,none
1193,51,30,different_grid,none
1194,24,13,different_grid,none
1195,43,26,different_grid,none
1196,35,22,different_grid,none
1197,1,29,different_grid,none
1198,59,7,different_grid,none
1199,17,10,different_grid,none
1200,36,23,different_grid,none
1201,9,6,different_grid,none
1202,28,19,different_grid,none
1203,47,32,different_grid,none
1204,5,35,different_grid,none
1205,21,16,different_grid,none
1206,62,17,different_grid,none
1207,39,33,different_grid,none
1208,31,29,different_grid,none
1209,23,25,different_grid,none
1210,13,17,different_grid,none
1211,32,30,different_grid,none
1212,24,26,different_grid,none
1213,43,39,different_grid,none
1214,16,22,different_grid,none
1215,1,42,different_grid,none
1216,17,23,different_grid,none
1217,58,24,different_grid,none
1218,9,19,different_grid,none
1219,50,20,different_grid,none
1220,61,29,different_grid,none
1221,27,36,different_grid,none
1222,19,32,different_grid,none
1223,62,30,different_grid,none
1224,20,33,different_grid,none
1225,39,46,different_grid,none
1226,12,29,different_grid,none
1227,31,42,different_grid,none
1228,4,25,different_grid,none
1229,23,38,different_grid,none
1230,13,30,different_grid,none
1231,46,27,different_grid,none
1232,16,35,different_grid,none
1233,57,36,different_grid,none
1234,49,32,different_grid,none
1235,26,48,different_grid,none
1236,58,37,different_grid,none
1237,50,33,different_grid,none
1238,42,29,different_grid,none
1239,61,42,different_grid,none
1240,8,36,different_grid,none
1241,27,49,different_grid,none
1242,0,32,different_grid,none
1243,19,45,different_grid,none
1244,11,41,different_grid,none
1245,12,42,different_grid,none
1246,53,43,different_grid,none
1247,4,38,different_grid,none
1248,45,39,different_grid,none
1249,56,48,different_grid,none
1250,22,55,different_grid,none
1251,55,3,different_grid,none
1252,5,2,different_grid,none
1253,46,40,different_grid,none
1254,38,36,different_grid,none
1255,57,49,different_grid,none
1256,49,45,different_grid,none
1257,7,48,different_grid,none
1258,26,61,different_grid,none
1259,18,57,different_grid,none
1260,39,0,different_grid,none
1261,8,49,different_grid,none
1262,0,45,different_grid,none
1263,41,46,different_grid,none
1264,60,59,different_grid,none
1265,51,10,different_grid,none
1266,43,6,different_grid,none
1267,35,2,different_grid,none
1268,34,43,different_grid,none
1269,53,56,different_grid,none
1270,37,48,different_grid,none
1271,56,61,different_grid,none
1272,3,55,different_grid,none
1273,27,3,different_grid,none
1274,38,49,different_grid,none
1275,30,8,different_grid,none
1276,7,61,different_grid,none
1277,48,62,different_grid,none
1278,20,0,different_grid,none
1279,39,13,different_grid,none
1280,31,9,different_grid,none
1281,23,5,different_grid,none
1282,41,59,different_grid,none
1283,33,55,different_grid,none
1284,25,51,different_grid,none
1285,24,6,different_grid,none
1286,16,2,different_grid,none
1287,57,3,different_grid,none
1288,34,56,different_grid,none
1289,26,15,different_grid,none
1290,37,61,different_grid,none
1291,58,4,different_grid,none
1292,50,0,different_grid,none
1293,61,9,different_grid,none
1294,8,3,different_grid,none
1295,27,16,different_grid,none
1296,19,12,different_grid,none
1297,11,8,different_grid,none
1298,30,21,different_grid,none
1299,63,55,different_grid,none
1300,29,62,different_grid,none
1301,21,58,different_grid,none
1302,20,13,different_grid,none
1303,12,9,different_grid,none
1304,53,10,different_grid,none
1305,23,18,different_grid,none
1306,56,15,different_grid,none
1307,46,7,different_grid,none
1308,38,3,different_grid,none
1309,57,16,different_grid,none
1310,49,12,different_grid,none
1311,15,19,different_grid,none
1312,7,15,different_grid,none
1313,26,28,different_grid,none
1314,18,24,different_grid,none
1315,59,62,different_grid,none
1316,42,9,different_grid,none
1317,8,16,different_grid,none
1318,0,12,different_grid,none
1319,19,25,different_grid,none
1320,60,26,different_grid,none
1321,34,10,different_grid,none
1322,53,23,different_grid,none
1323,45,19,different_grid,none
1324,37,15,different_grid,none
1325,56,28,different_grid,none
1326,3,22,different_grid,none
1327,22,35,different_grid,none
1328,14,31,different_grid,none
1329,46,20,different_grid,none
1330,38,16,different_grid,none
1331,49,25,different_grid,none
1332,15,32,different_grid,none
1333,7,28,different_grid,none
1334,48,29,different_grid,none
1335,18,37,different_grid,none
1336,41,26,different_grid,none
1337,60,39,different_grid,none
1338,33,22,different_grid,none
1339,25,18,different_grid,none
1340,44,31,different_grid,none
1341,10,38,different_grid,none
1342,2,34,different_grid,none
1343,34,23,different_grid,none
1344,45,32,different_grid,none
1345,37,28,different_grid,none
1346,3,35,different_grid,none
1347,14,44,different_grid,none
1348,55,45,different_grid,none
1349,47,41,different_grid,none
1350,63,22,different_grid,none
1351,48,42,different_grid,none
1352,21,25,different_grid,none
1353,40,38,different_grid,none
1354,6,45,different_grid,none
1355,41,39,different_grid,none
1356,33,35,different_grid,none
1357,25,31,different_grid,none
1358,10,51,different_grid,none
1359,2,47,different_grid,none
1360,43,48,different_grid,none
1361,59,29,different_grid,none
1362,17,32,different_grid,none
1363,36,45,different_grid,none
1364,55,58,different_grid,none
1365,28,41,different_grid,none
1366,5,57,different_grid,none
1367,63,35,different_grid,none
1368,29,42,different_grid,none
1369,21,38,different_grid,none
1370,40,51,different_grid,none
1371,6,58,different_grid,none
1372,39,55,different_grid,none
1373,22,2,different_grid,none
1374,13,39,different_grid,none
1375,24,48,different_grid,none
1376,43,61,different_grid,none
1377,16,44,different_grid,none
1378,35,57,different_grid,none
1379,18,4,different_grid,none
1380,59,42,different_grid,none
1381,17,45,different_grid,none
1382,36,58,different_grid,none
1383,9,41,different_grid,none
1384,60,6,different_grid,none
1385,10,5,different_grid,none
1386,2,1,different_grid,none
1387,20,55,different_grid,none
1388,12,51,different_grid,none
1389,23,60,different_grid,none
1390,3,2,different_grid,none
1391,14,11,different_grid,none
1392,55,12,different_grid,none
1393,47,8,different_grid,none
1394,24,61,different_grid,none
1395,16,57,different_grid,none
1396,48,9,different_grid,none
1397,40,5,different_grid,none
1398,6,12,different_grid,none
1399,50,55,different_grid,none
1400,42,51,different_grid,none
1401,8,58,different_grid,none
1402,41,6,different_grid,none
1403,33,2,different_grid,none
1404,11,63,different_grid,none
1405,44,11,different_grid,none
1406,10,18,different_grid,none
1407,51,19,different_grid,none
1408,2,14,different_grid,none
1409,43,15,different_grid,none
1410,4,60,different_grid,none
1411,36,12,different_grid,none
1412,55,25,different_grid,none
1413,28,8,different_grid,none
1414,47,21,different_grid,none
1415,5,24,different_grid,none
1416,38,58,different_grid,none
1417,63,2,different_grid,none
1418,29,9,different_grid,none
1419,21,5,different_grid,none
1420,40,18,different_grid,none
1421,6,25,different_grid,none
1422,13,6,different_grid,none
1423,32,19,different_grid,none
1424,51,32,different_grid,none
1425,24,15,different_grid,none
1426,43,28,different_grid,none
1427,16,11,different_grid,none
1428,35,24,different_grid,none
1429,1,31,different_grid,none
1430,59,9,different_grid,none
1431,17,12,different_grid,none
1432,36,25,different_grid,none
1433,9,8,different_grid,none
1434,28,21,different_grid,none
1435,5,37,different_grid,none
1436,62,19,different_grid,none
1437,20,22,different_grid,none
1438,39,35,different_grid,none
1439,12,18,different_grid,none
1440,23,27,different_grid,none
1441,13,19,different_grid,none
1442,24,28,different_grid,none
1443,16,24,different_grid,none
1444,35,37,different_grid,none
1445,1,44,different_grid,none
1446,58,26,different_grid,none
1447,9,21,different_grid,none
1448,50,22,different_grid,none
1449,42,18,different_grid,none
1450,61,31,different_grid,none
1451,8,25,different_grid,none
1452,27,38,different_grid,none
1453,19,34,different_grid,none
1454,30,43,different_grid,none
1455,62,32,different_grid,none
1456,20,35,different_grid,none
1457,12,31,different_grid,none
1458,31,44,different_grid,none
1459,4,27,different_grid,none
1460,23,40,different_grid,none
1461,46,29,different_grid,none
1462,38,25,different_grid,none
1463,57,38,different_grid,none
1464,49,34,different_grid,none
1465,15,41,different_grid,none
1466,26,50,different_grid,none
1467,18,46,different_grid,none
1468,58,39,different_grid,none
1469,50,35,different_grid,none
1470,42,31,different_grid,none
1471,61,44,different_grid,none
1472,8,38,different_grid,none
1473,27,51,different_grid,none
1474,19,47,different_grid,none
1475,11,43,different_grid,none
1476,30,56,different_grid,none
1477,34,32,different_grid,none
1478,53,45,different_grid,none
1479,4,40,different_grid,none
1480,45,41,different_grid,none
1481,56,50,different_grid,none
1482,22,57,different_grid,none
1483,14,53,different_grid,none
1484,47,1,different_grid,none
1485,5,4,different_grid,none
1486,46,42,different_grid,none
1487,57,51,different_grid,none
1488,49,47,different_grid,none
1489,7,50,different_grid,none
1490,26,63,different_grid,none
1491,18,59,different_grid,none
1492,39,2,different_grid,none
1493,0,47,different_grid,none
1494,41,48,different_grid,none
1495,60,61,different_grid,none
1496,44,53,different_grid,none
1497,10,60,different_grid,none
1498,43,8,different_grid,none
1499,35,4,different_grid,none
1500,1,11,different_grid,none
1501,34,45,different_grid,none
1502,53,58,different_grid,none
1503,56,63,different_grid,none
1504,3,57,different_grid,none
1505,27,5,different_grid,none
1506,19,1,different_grid,none
1507,30,10,different_grid,none
1508,63,44,different_grid,none
1509,40,60,different_grid,none
1510,20,2,different_grid,none
1511,39,15,different_grid,none
1512,31,11,different_grid,none
1513,23,7,different_grid,none
1514,41,61,different_grid,none
1515,33,57,different_grid,none
1516,25,53,different_grid,none
1517,16,4,different_grid,none
1518,57,5,different_grid,none
1519,49,1,different_grid,none
1520,15,8,different_grid,none
1521,26,17,different_grid,none
1522,18,13,different_grid,none
1523,59,51,different_grid,none
1524,58,6,different_grid,none
1525,50,2,different_grid,none
1526,61,11,different_grid,none
1527,8,5,different_grid,none
1528,27,18,different_grid,none
1529,19,14,different_grid,none
1530,11,10,different_grid,none
1531,30,23,different_grid,none
1532,63,57,different_grid,none
1533,21,60,different_grid,none
1534,12,11,different_grid,none
1535,53,12,different_grid,none
1536,4,7,different_grid,none
1537,45,8,different_grid,none
1538,56,17,different_grid,none
1539,22,24,different_grid,none
1540,14,20,different_grid,none
1541,46,9,different_grid,none
1542,38,5,different_grid,none
1543,57,18,different_grid,none
1544,49,14,different_grid,none
1545,15,21,different_grid,none
1546,7,17,different_grid,none
1547,26,30,different_grid,none
1548,18,26,different_grid,none
1549,9,63,different_grid,none
1550,42,11,different_grid,none
1551,8,18,different_grid,none
1552,0,14,different_grid,none
1553,41,15,different_grid,none
1554,60,28,different_grid,none
1555,11,23,different_grid,none
1556,44,20,different_grid,none
1557,10,27,different_grid,none
1558,34,12,different_grid,none
1559,53,25,different_grid,none
1560,45,21,different_grid,none
1561,37,17,different_grid,none
1562,56,30,different_grid,none
1563,3,24,different_grid,none
1564,22,37,different_grid,none
1565,38,18,different_grid,none
1566,7,30,different_grid,none
1567,48,31,different_grid,none
1568,40,27,different_grid,none
1569,6,34,different_grid,none
1570,41,28,different_grid,none
1571,60,41,different_grid,none
1572,33,24,different_grid,none
1573,25,20,different_grid,none
1574,44,33,different_grid,none
1575,10,40,different_grid,none
1576,2,36,different_grid,none
1577,34,25,different_grid,none
1578,37,30,different_grid,none
1579,3,37,different_grid,none
1580,36,34,different_grid,none
1581,55,47,different_grid,none
1582,47,43,different_grid,none
1583,5,46,different_grid,none
1584,63,24,different_grid,none
1585,29,31,different_grid,none
1586,48,44,different_grid,none
1587,21,27,different_grid,none
1588,6,47,different_grid,none
1589,33,37,different_grid,none
1590,25,33,different_grid,none
1591,32,41,different_grid,none
1592,2,49,different_grid,none
1593,35,46,different_grid,none
1594,1,53,different_grid,none
1595,59,31,different_grid,none
1596,17,34,different_grid,none
1597,36,47,different_grid,none
1598,9,30,different_grid,none
1599,55,60,different_grid,none
1600,28,43,different_grid,none
1601,47,56,different_grid,none
1602,5,59,different_grid,none
1603,63,37,different_grid,none
1604,29,44,different_grid,none
1605,21,40,different_grid,none
1606,62,41,different_grid,none
1607,39,57,different_grid,none
1608,31,53,different_grid,none
1609,22,4,different_grid,none
1610,14,0,different_grid,none
1611,13,41,different_grid,none
1612,24,50,different_grid,none
1613,43,63,different_grid,none
1614,16,46,different_grid,none
1615,35,59,different_grid,none
1616,59,44,different_grid,none
1617,17,47,different_grid,none
1618,58,48,different_grid,none
1619,9,43,different_grid,none
1620,28,56,different_grid,none
1621,61,53,different_grid,none
1622,27,60,different_grid,none
1623,60,8,different_grid,none
1624,44,0,different_grid,none
1625,10,7,different_grid,none
1626,20,57,different_grid,none
1627,12,53,different_grid,none
1628,4,49,different_grid,none
1629,23,62,different_grid,none
1630,3,4,different_grid,none
1631,36,1,different_grid,none
1632,55,14,different_grid,none
1633,47,10,different_grid,none
1634,24,63,different_grid,none
1635,16,59,different_grid,none
1636,57,60,different_grid,none
1637,48,11,different_grid,none
1638,40,7,different_grid,none
1639,6,14,different_grid,none
1640,50,57,different_grid,none
1641,42,53,different_grid,none
1642,8,60,different_grid,none
1643,0,56,different_grid,none
1644,33,4,different_grid,none
1645,25,0,different_grid,none
1646,32,8,different_grid,none
1647,51,21,different_grid,none
1648,2,16,different_grid,none
1649,43,17,different_grid,none
1650,4,62,different_grid,none
1651,17,1,different_grid,none
1652,36,14,different_grid,none
1653,55,27,different_grid,none
1654,28,10,different_grid,none
1655,47,23,different_grid,none
1656,5,26,different_grid,none
1657,38,60,different_grid,none
1658,63,4,different_grid,none
1659,29,11,different_grid,none
1660,21,7,different_grid,none
1661,62,8,different_grid,none
1662,39,24,different_grid,none
1663,13,8,different_grid,none
1664,32,21,different_grid,none
1665,51,34,different_grid,none
1666,24,17,different_grid,none
1667,43,30,different_grid,none
1668,16,13,different_grid,none
1669,35,26,different_grid,none
1670,1,33,different_grid,none
1671,59,11,different_grid,none
1672,17,14,different_grid,none
1673,58,15,different_grid,none
1674,9,10,different_grid,none
1675,28,23,different_grid,none
1676,61,20,different_grid,none
1677,5,39,different_grid,none
1678,62,21,different_grid,none
1679,20,24,different_grid,none
1680,39,37,different_grid,none
1681,12,20,different_grid,none
1682,31,33,different_grid,none
1683,23,29,different_grid,none
1684,13,21,different_grid,none
1685,24,30,different_grid,none
1686,1,46,different_grid,none
1687,58,28,different_grid,none
1688,50,24,different_grid,none
1689,42,20,different_grid,none
1690,61,33,different_grid,none
1691,8,27,different_grid,none
1692,27,40,different_grid,none
1693,19,36,different_grid,none
1694,11,32,different_grid,none
1695,30,45,different_grid,none
1696,20,37,different_grid,none
1697,12,33,different_grid,none
1698,4,29,different_grid,none
1699,23,42,different_grid,none
1700,46,31,different_grid,none
1701,38,27,different_grid,none
1702,57,40,different_grid,none
1703,49,36,different_grid,none
1704,15,43,different_grid,none
1705,7,39,different_grid,none
1706,18,48,different_grid,none
1707,50,37,different_grid,none
1708,42,33,different_grid,none
1709,8,40,different_grid,none
1710,27,53,different_grid,none
1711,0,36,different_grid,none
1712,60,50,different_grid,none
1713,11,45,different_grid,none
1714,30,58,different_grid,none
1715,51,1,different_grid,none
1716,1,0,different_grid,none
1717,53,47,different_grid,none
1718,45,43,different_grid,none
1719,37,39,different_grid,none
1720,3,46,different_grid,none
1721,22,59,different_grid,none
1722,14,55,different_grid,none
1723,5,6,different_grid,none
1724,46,44,different_grid,none
1725,38,40,different_grid,none
1726,15,56,different_grid,none
1727,18,61,different_grid,none
1728,39,4,different_grid,none
1729,31,0,different_grid,none
1730,41,50,different_grid,none
1731,60,63,different_grid,none
1732,33,46,different_grid,none
1733,32,1,different_grid,none
1734,10,62,different_grid,none
1735,2,58,different_grid,none
1736,35,6,different_grid,none
1737,1,13,different_grid,none
1738,34,47,different_grid,none
1739,45,56,different_grid,none
1740,3,59,different_grid,none
1741,61,0,different_grid,none
1742,27,7,different_grid,none
1743,19,3,different_grid,none
1744,30,12,different_grid,none
1745,63,46,different_grid,none
1746,29,53,different_grid,none
1747,62,1,different_grid,none
1748,40,62,different_grid,none
1749,20,4,different_grid,none
1750,12,0,different_grid,none
1751,31,13,different_grid,none
1752,23,9,different_grid,none
1753,41,63,different_grid,none
1754,33,59,different_grid,none
1755,25,55,different_grid,none
1756,57,7,different_grid,none
1757,49,3,different_grid,none
1758,15,10,different_grid,none
1759,7,6,different_grid,none
1760,26,19,different_grid,none
1761,18,15,different_grid,none
1762,59,53,different_grid,none
1763,58,8,different_grid,none
1764,50,4,different_grid,none
1765,42,0,different_grid,none
1766,61,13,different_grid,none
1767,8,7,different_grid,none
1768,27,20,different_grid,none
1769,0,3,different_grid,none
1770,19,16,different_grid,none
1771,60,17,different_grid,none
1772,11,12,different_grid,none
1773,30,25,different_grid,none
1774,63,59,different_grid,none
1775,21,62,different_grid,none
1776,34,1,different_grid,none
1777,53,14,different_grid,none
1778,4,9,different_grid,none
1779,45,10,different_grid,none
1780,37,6,different_grid,none
1781,56,19,different_grid,none
1782,3,13,different_grid,none
1783,22,26,different_grid,none
1784,14,22,different_grid,none
1785,46,11,different_grid,none
1786,38,7,different_grid,none
1787,57,20,different_grid,none
1788,49,16,different_grid,none
1789,15,23,different_grid,none
1790,7,19,different_grid,none
1791,26,32,different_grid,none
1792,0,16,different_grid,none
1793,41,17,different_grid,none
1794,60,30,different_grid,none
1795,33,13,different_grid,none
1796,44,22,different_grid,none
1797,10,29,different_grid,none
1798,2,25,different_grid,none
1799,34,14,different_grid,none
1800,53,27,different_grid,none
1801,45,23,different_grid,none
1802,37,19,different_grid,none
1803,56,32,different_grid,none
1804,3,26,different_grid,none
1805,22,39,different_grid,none
1806,14,35,different_grid,none
1807,55,36,different_grid,none
1808,63,13,different_grid,none
1809,29,20,different_grid,none
1810,48,33,different_grid,none
1811,40,29,different_grid,none
1812,6,36,different_grid,none
1813,41,30,different_grid,none
1814,33,26,different_grid,none
1815,25,22,different_grid,none
1816,44,35,different_grid,none
1817,10,42,different_grid,none
1818,51,43,different_grid,none
1819,2,38,different_grid,none
1820,59,20,different_grid,none
1821,55,49,different_grid,none
1822,28,32,different_grid,none
1823,47,45,different_grid,none
1824,5,48,different_grid,none
1825,63,26,different_grid,none
1826,29,33,different_grid,none
1827,48,46,different_grid,none
1828,21,29,different_grid,none
1829,40,42,different_grid,none
1830,6,49,different_grid,none
1831,25,35,different_grid,none
1832,32,43,different_grid,none
1833,51,56,different_grid,none
1834,24,39,different_grid,none
1835,35,48,different_grid,none
1836,1,55,different_grid,none
1837,59,33,different_grid,none
1838,17,36,different_grid,none
1839,36,49,different_grid,none
1840,9,32,different_grid,none
1841,28,45,different_grid,none
1842,5,61,different_grid,none
1843,21,42,different_grid,none
1844,62,43,different_grid,none
1845,20,46,different_grid,none
1846,39,59,different_grid,none
1847,31,55,different_grid,none
1848,23,51,different_grid,none
1849,22,6,different_grid,none
1850,14,2,different_grid,none
1851,13,43,different_grid,none
1852,32,56,different_grid,none
1853,35,61,different_grid,none
1854,48,0,different_grid,none
1855,6,3,different_grid,none
1856,58,50,different_grid,none
1857,9,45,different_grid,none
1858,50,46,different_grid,none
1859,61,55,different_grid,none
1860,27,62,different_grid,none
1861,19,58,different_grid,none
1862,44,2,different_grid,none
1863,10,9,different_grid,none
1864,62,56,different_grid,none
1865,20,59,different_grid,none
1866,12,55,different_grid,none
1867,4,51,different_grid,none
1868,36,3,different_grid,none
1869,55,16,different_grid,none
1870,47,12,different_grid,none
1871,13,56,different_grid,none
1872,5,15,different_grid,none
1873,46,53,different_grid,none
1874,16,61,different_grid,none
1875,57,62,different_grid,none
1876,29,0,different_grid,none
1877,48,13,different_grid,none
1878,40,9,different_grid,none
1879,6,16,different_grid,none
1880,50,59,different_grid,none
1881,42,55,different_grid,none
1882,8,62,different_grid,none
1883,0,58,different_grid,none
1884,25,2,different_grid,none
1885,32,10,different_grid,none
1886,51,23,different_grid,none
1887,2,18,different_grid,none
1888,43,19,different_grid,none
1889,35,15,different_grid,none
1890,1,22,different_grid,none
1891,59,0,different_grid,none
1892,17,3,different_grid,none
1893,36,16,different_grid,none
1894,28,12,different_grid,none
1895,47,25,different_grid,none
1896,5,28,different_grid,none
1897,38,62,different_grid,none
1898,21,9,different_grid,none
1899,62,10,different_grid,none
1900,39,26,different_grid,none
1901,31,22,different_grid,none
1902,13,10,different_grid,none
1903,32,23,different_grid,none
1904,51,36,different_grid,none
1905,24,19,different_grid,none
1906,43,32,different_grid,none
1907,16,15,different_grid,none
1908,35,28,different_grid,none
1909,17,16,different_grid,none
1910,58,17,different_grid,none
1911,9,12,different_grid,none
1912,50,13,different_grid,none
1913,61,22,different_grid,none
1914,27,29,different_grid,none
1915,30,34,different_grid,none
1916,62,23,different_grid,none
1917,20,26,different_grid,none
1918,31,35,different_grid,none
1919,4,18,different_grid,none
1920,23,31,different_grid,none
1921,16,28,different_grid,none
1922,57,29,different_grid,none
1923,26,41,different_grid,none
1924,58,30,different_grid,none
1925,50,26,different_grid,none
1926,42,22,different_grid,none
1927,61,35,different_grid,none
1928,8,29,different_grid,none
1929,27,42,different_grid,none
1930,0,25,different_grid,none
1931,19,38,different_grid,none
1932,11,34,different_grid,none
1933,30,47,different_grid,none
1934,12,35,different_grid,none
1935,53,36,different_grid,none
1936,4,31,different_grid,none
1937,23,44,different_grid,none
1938,56,41,different_grid,none
1939,22,48,different_grid,none
1940,46,33,different_grid,none
1941,38,29,different_grid,none
1942,57,42,different_grid,none
1943,49,38,different_grid,none
1944,15,45,different_grid,none
1945,7,41,different_grid,none
1946,18,50,different_grid,none
1947,42,35,different_grid,none
1948,8,42,different_grid,none
1949,0,38,different_grid,none
1950,19,51,different_grid,none
1951,11,47,different_grid,none
1952,51,3,different_grid,none
1953,1,2,different_grid,none
1954,34,36,different_grid,none
1955,53,49,different_grid,none
1956,37,41,different_grid,none
1957,3,48,different_grid,none
1958,22,61,different_grid,none
1959,14,57,different_grid,none
1960,38,42,different_grid,none
1961,30,1,different_grid,none
1962,15,58,different_grid,none
1963,39,6,different_grid,none
1964,31,2,different_grid,none
1965,33,48,different_grid,none
1966,25,44,different_grid,none
1967,44,57,different_grid,none
1968,2,60,different_grid,none
1969,26,8,different_grid,none
1970,45,58,different_grid,none
1971,3,61,different_grid,none
1972,61,2,different_grid,none
1973,27,9,different_grid,none
1974,19,5,different_grid,none
1975,11,1,different_grid,none
1976,30,14,different_grid,none
1977,63,48,different_grid,none
1978,29,55,different_grid,none
1979,21,51,different_grid,none
1980,20,6,different_grid,none
1981,12,2,different_grid,none
1982,53,3,different_grid,none
1983,23,11,different_grid,none
1984,56,8,different_grid,none
1985,22,15,different_grid,none
1986,33,61,different_grid,none
1987,25,57,different_grid,none
1988,46,0,different_grid,none
1989,57,9,different_grid,none
1990,49,5,different_grid,none
1991,15,12,different_grid,none
1992,7,8,different_grid,none
1993,26,21,different_grid,none
1994,18,17,different_grid,none
1995,59,55,different_grid,none
1996,17,58,different_grid,none
1997,50,6,different_grid,none
1998,42,2,different_grid,none
1999,0,5,different_grid,none
2000,19,18,different_grid,none
2001,60,19,different_grid,none
2002,11,14,different_grid,none
2003,63,61,different_grid,none
2004,34,3,different_grid,none
2005,53,16,different_grid,none
2006,45,12,different_grid,none
2007,37,8,different_grid,none
2008,56,21,different_grid,none
2009,3,15,different_grid,none
2010,22,28,different_grid,none
2011,46,13,different_grid,none
2012,38,9,different_grid,none
2013,49,18,different_grid,none
2014,7,21,different_grid,none
2015,48,22,different_grid,none
2016,18,30,different_grid,none
2017,41,19,different_grid,none
2018,60,32,different_grid,none
2019,33,15,different_grid,none
2020,25,11,different_grid,none
2021,44,24,different_grid,none
2022,10,31,different_grid,none
2023,2,27,different_grid,none
2024,34,16,different_grid,none
2025,45,25,different_grid,none
2026,37,21,different_grid,none
2027,3,28,different_grid,none
2028,55,38,different_grid,none
2029,47,34,different_grid,none
2030,63,15,different_grid,none
2031,29,22,different_grid,none
2032,48,35,different_grid,none
2033,21,18,different_grid,none
2034,40,31,different_grid,none
2035,6,38,different_grid,none
2036,41,32,different_grid,none
2037,33,28,different_grid,none
2038,25,24,different_grid,none
2039,44,37,different_grid,none
2040,10,44,different_grid,none
2041,51,45,different_grid,none
2042,2,40,different_grid,none
2043,43,41,different_grid,none
2044,59,22,different_grid,none
2045,17,25,different_grid,none
2046,36,38,different_grid,none
2047,55,51,different_grid,none
2048,28,34,different_grid,none
2049,5,50,different_grid,none
2050,63,28,different_grid,none
2051,29,35,different_grid,none
2052,21,31,different_grid,none
2053,40,44,different_grid,none
2054,6,51,different_grid,none
2055,39,48,different_grid,none
2056,32,45,different_grid,none
2057,51,58,different_grid,none
2058,24,41,different_grid,none
2059,16,37,different_grid,none
2060,35,50,different_grid,none
2061,1,57,different_grid,none
2062,26,1,different_grid,none
2063,59,35,different_grid,none
2064,17,38,different_grid,none
2065,36,51,different_grid,none
2066,9,34,different_grid,none
2067,28,47,different_grid,none
2068,5,63,different_grid,none
2069,62,45,different_grid,none
2070,20,48,different_grid,none
2071,39,61,different_grid,none
2072,12,44,different_grid,none
2073,31,57,different_grid,none
